material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso_57,t,tau,t_jess,p_t_sisso_57
PbZrS3,0.0,149.22,72.07,184.4,2.0,4.0,-2.0,2.33,1.33,2.58,0.3913043478260869,0.8097826086956521,-0.25,-1.25,-1.11,-2.11,0.2252252252252252,0.5924170616113744,0.7272801869294039,-3.496077730000001,-3.6022224400000007,-7.00838179000003,-3.4960778500144083,-3.602222563658176,0.8145175879610062,-0.8830451593257576,-0.2714066713124998,-2.847077729734469,6.576348032711487,7.139550537079975,11.769320157021456,103.96,166.94,74.72999999999999,140.49,222.0,84.92999999999999,56.76,84.44,273.21,2.070487026502012,5.111111111111112,0.9198173610184772,4.2484640355579675,0.34969633004486245,0.06799382820692167
RbHgF3,1.0,172.2,103.04,133.15,1.0,2.0,-1.0,0.82,2.0,3.98,0.7669172932330827,1.2932330827067668,-3.16,-1.98,-2.62,-1.44,1.2061068702290076,1.375,0.522521663529182,-2.23129531,-6.807995810000004,-11.111416699999976,-0.6626547127478113,-0.952083492683411,1.136681619020348,-0.5654554674099543,1.3885838835805904,-4.336301480858267,4.153592876586776,10.679763451594113,19.391595983680425,231.42,116.75,40.44,324.0,173.51,37.4,240.1,61.58,143.19,1.6711956521739129,3.82759249921186,0.9141606313645566,3.5464866497906318,0.8018730312594029,0.8558841642715947
KTiI3,0.0,164.19,85.67,219.49,1.0,2.0,-1.0,0.82,1.54,2.66,0.3909090909090909,0.7454545454545454,-1.8400000000000003,-1.12,-2.62,-1.9,0.7022900763358779,0.5894736842105264,0.6455191315706906,-2.318921259999999,-4.219539480000003,-7.083940510000032,-0.7664318763103054,-4.219539624849625,0.2908709899851069,-0.6361622968393374,-0.3138992857783973,-3.4344351648747526,4.31357484707873,7.119307230391988,11.131355946143175,220.49,154.67,90.24,302.81,206.03,107.49,207.8,51.94,41.190000000000005,1.9165402124430955,5.116279069767442,0.8890529991251495,4.508199666863977,1.0592043637341608,0.06688762238721772
RbCaCl3,1.0,172.2,99.98,180.61,1.0,2.0,-1.0,0.82,1.0,3.16,0.5524861878453039,0.9502762430939226,-2.3400000000000003,-2.16,-2.62,-2.44,0.8931297709923665,0.8852459016393444,0.5423242908253617,-2.23129531,-3.766160950000002,-8.594666479999974,-0.6626547127478113,-1.9458476867976409,0.0197235606770763,-0.5654554674099543,0.1499954621481116,-3.935229981089612,4.153592876586776,6.309260154585895,13.876021229339663,231.42,179.84,67.85000000000001,324.0,231.02,75.67,240.1,67.61,224.95,1.7223444688937786,3.6878303882649366,0.8891085637137269,3.9743617335833976,0.8970268333651213,0.9050263328954063
CsMnCl3,1.0,188.28,82.83,180.61,1.0,2.0,-1.0,0.79,1.55,3.16,0.4585635359116021,1.0386740331491713,-2.37,-1.61,-2.65,-1.89,0.8943396226415095,0.851851851851852,0.8176013550333515,-2.0859241200000014,-4.411136790000002,-8.594666479999974,-0.4792429764515966,-0.936468712147378,0.0197235606770763,-0.5452966317296846,-1.152247272554489,-3.935229981089612,3.8635765556284616,7.312724883033412,13.876021229339663,253.57,40.830000000000005,67.85000000000001,319.04,205.42,75.67,202.25,137.51,224.95,2.2730894603404566,4.361445783132531,0.9901506133292824,3.9487023190800112,1.0395363042976338,0.48927256759236076
PbVS3,0.0,149.22,58.44,184.4,2.0,4.0,-2.0,2.33,1.63,2.58,0.3152173913043478,0.8097826086956521,-0.25,-0.9500000000000002,-1.11,-1.81,0.2252252252252252,0.5248618784530388,0.94350329539904,-3.496077730000001,-4.348428499999998,-7.00838179000003,-3.4960778500144083,-4.348428649274164,0.8145175879610062,-0.8830451593257576,-0.78074486180114,-2.847077729734469,6.576348032711487,7.169663669121636,11.769320157021456,103.96,148.18,74.72999999999999,140.49,205.66,84.92999999999999,56.76,47.59,273.21,2.553388090349076,6.344827586206898,0.9714444019947656,4.60305920214644,0.41685973627561046,0.0011708144474883047
ErScS3,1.0,100.41,74.11,184.4,3.0,3.0,-2.0,1.24,1.36,2.58,0.404891304347826,0.5771739130434783,-1.34,-1.22,-2.2,-2.08,0.6090909090909091,0.5865384615384615,0.3545249834223247,-3.1956924299999976,-3.2357286599999986,-7.00838179000003,-1.116046528311978,-3.235728771077069,0.8145175879610062,0.3640982624916961,0.2753302914535808,-2.847077729734469,6.339470940626883,6.884657007341072,11.769320157021456,26.96,165.06,74.72999999999999,255.11,217.74,84.92999999999999,111.71,58.09,273.21,1.3548778842261502,5.641351367380273,0.7790475790134196,6.871407084021263,0.8090020164777211,0.012018915233310515
TlPbI3,0.0,169.89,118.46,219.49,1.0,2.0,-1.0,1.62,2.33,2.66,0.5409090909090909,0.7727272727272726,-1.04,-0.33,-1.82,-1.11,0.5714285714285714,0.2972972972972972,0.3566749439387324,-2.36925177,-3.496077730000001,-7.083940510000032,-2.3692518513323906,-3.4960778500144083,0.2908709899851069,-0.1395649868243635,-0.8830451593257576,-3.4344351648747526,5.166986943295928,6.576348032711487,11.131355946143175,109.74,103.96,90.24,154.46,140.49,107.49,59.04,56.76,41.190000000000005,1.4341549890258314,5.607346504114258,0.8147179524148035,4.8302637520448375,1.565951389057025,0.01345217473342854
RbCoF3,1.0,172.2,74.25,133.15,1.0,2.0,-1.0,0.82,1.88,3.98,0.5601503759398496,1.2932330827067668,-3.16,-2.1,-2.62,-1.56,1.2061068702290076,1.3461538461538465,0.8366953514279392,-2.23129531,-4.433222810000001,-11.111416699999976,-0.6626547127478113,0.1435549649279978,1.136681619020348,-0.5654554674099543,-1.3590473276566433,-4.336301480858267,4.153592876586776,7.672566418386976,19.391595983680425,231.42,128.78,40.44,324.0,161.4,37.4,240.1,35.82,143.19,2.319191919191919,3.570469798657718,1.0410588212246605,3.550208514923625,0.9327523746108846,0.9340221834236561
RbTmI3,1.0,172.2,102.92,219.49,1.0,2.0,-1.0,0.82,1.25,2.66,0.4681818181818181,0.7818181818181817,-1.8400000000000003,-1.41,-2.62,-2.19,0.7022900763358779,0.6438356164383562,0.5127654885838172,-2.23129531,-3.153999099999999,-7.083940510000032,-0.6626547127478113,-1.0724057668138651,0.2908709899851069,-0.5654554674099543,0.5222435779285232,-3.4344351648747526,4.153592876586776,6.424661898518719,11.131355946143175,231.42,176.24,90.24,324.0,254.47,107.49,240.1,111.95,41.190000000000005,1.673144189661873,4.2718446601941755,0.8590532328329612,4.383315493172734,0.9370475088039902,0.5659532171745189
LiBeCl3,0.0,115.93,44.95,180.61,1.0,2.0,-1.0,0.98,1.57,3.16,0.2486187845303867,0.5082872928176796,-2.18,-1.59,-2.46,-1.87,0.8861788617886179,0.8502673796791443,0.7151260872787205,-2.8741409099999977,-5.60966653,-8.594666479999974,-1.0207578250408813,-2.01377753912956,0.0197235606770763,-0.7561139179561087,0.6486211812660797,-3.935229981089612,5.297381732850112,9.553745681963834,13.876021229339663,165.76,108.05,67.85000000000001,201.34,120.4,75.67,674.19,289.74,224.95,2.5790878754171302,8.044444444444446,0.9296239275024302,5.7401969508131945,0.968887074412335,4.713383795292267e-06
TlMgCl3,0.0,169.89,72.45,180.61,1.0,2.0,-1.0,1.62,1.31,3.16,0.3977900552486187,0.9392265193370164,-1.54,-1.85,-1.82,-2.13,0.8461538461538461,0.8685446009389672,0.8591323180342064,-2.36925177,-4.705333049999998,-8.594666479999974,-2.3692518513323906,-1.3065628048520797,0.0197235606770763,-0.1395649868243635,0.500356888176296,-3.935229981089612,5.166986943295928,7.971349299642951,13.876021229339663,109.74,135.17999999999998,67.85000000000001,154.46,191.16,75.67,59.04,561.2099999999999,224.95,2.344927536231884,5.027777777777779,0.9793786102637415,4.244332135978414,0.9541305961945723,0.08835281906019798
NaZnF3,1.0,139.25,74.34,133.15,1.0,2.0,-1.0,0.93,1.65,3.98,0.556390977443609,1.045112781954887,-3.05,-2.33,-2.51,-1.79,1.2151394422310755,1.3016759776536313,0.6304088399265221,-2.7445312200000007,-5.977182470000003,-11.111416699999976,-2.7445313142150973,-1.1074028380152596,1.136681619020348,-0.7570217149871556,0.922398193658712,-4.336301480858267,5.147636303709317,9.889346728482574,19.391595983680425,175.88,110.68,40.44,260.21000000000004,166.61,37.4,845.6800000000001,29.97,143.19,1.8731503900995425,3.5945945945945947,0.9283164123169949,3.7756162953638848,0.8666011410229695,0.9288332217893669
RbNiBr3,0.0,172.2,69.57,195.56,1.0,2.0,-1.0,0.82,1.91,2.96,0.3520408163265306,0.8775510204081632,-2.14,-1.05,-2.62,-1.53,0.816793893129771,0.6862745098039216,0.9133879722161936,-2.23129531,-4.439555410000002,-7.858438990000018,-0.6626547127478113,-4.4395555624023935,0.0551102718918419,-0.5654554674099543,-1.3513871613897686,-3.6781509272527466,4.153592876586776,7.898771670150475,12.554312316976,231.42,125.17,75.14,324.0,156.73999999999998,88.34,240.1,33.809999999999995,22.81,2.4752048296679603,5.681159420289855,0.9808254248858278,4.5420217984862425,1.1673640880266,0.010533119680950456
KFeF3,1.0,164.19,78.4,133.15,1.0,2.0,-1.0,0.82,1.83,3.98,0.5864661654135338,1.2330827067669172,-3.16,-2.15,-2.62,-1.61,1.2061068702290076,1.3354037267080745,0.7431576011346065,-2.318921259999999,-4.431945739999999,-11.111416699999976,-0.7664318763103054,-0.812293287884647,1.136681619020348,-0.6361622968393374,-1.3037382507616442,-4.336301480858267,4.31357484707873,7.470426106445764,19.391595983680425,220.49,133.01,40.44,302.81,193.65,37.4,207.8,38.15,143.19,2.0942602040816323,3.4102564102564106,0.993862727191445,3.531484647647382,0.8976346548658256,0.9604141187744671
